,HTGDA,ATGDA,HM1_D,HM1_L,HM1_W,AM1_D,AM1_L,AM1_W,HM2_D,HM2_L,HM2_W,AM2_D,AM2_L,AM2_W,HM3_D,HM3_L,HM3_W,AM3_D,AM3_L,AM3_W
162,0.08110965114834938,0.6315277916151004,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
163,0.152800963184437,-0.08540177326048136,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
164,-0.7791860932847021,0.488141878639984,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
165,-1.2810252775373154,0.20137005268975136,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
166,1.0130967076174882,1.7069221389284732,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
167,0.6546401474370502,-1.0891031640862958,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
168,0.2961835872566122,0.488141878639984,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
169,-1.2810252775373154,-1.1607961205738542,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
170,-0.12713654095647653,1.21531329444236,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
171,0.3508055392841075,0.054570189405703656,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
172,1.101857379662168,-0.9696149032736988,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
173,0.2142506592153692,0.327686214120211,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
174,-1.0147432614032756,-0.7647778847378184,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
175,0.07769577914663091,0.3959652202988378,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
176,1.2384122597309064,0.19112820176295733,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
177,-1.3561304615751213,-0.559940866201938,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
178,0.3508055392841075,0.8056392573705988,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
179,-0.12713654095647653,-1.3792889403454598,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
180,0.4004618593091033,1.0942732380347941,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
181,-0.7726687012814213,0.44251908814790153,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
182,1.5735924198996276,0.6380453331139693,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
183,-0.968190461379842,-0.1440596467503017,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
184,-1.3592339815766836,-0.7958137966371941,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
185,0.4656357793419102,-0.1440596467503017,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
186,0.07459225914506869,-0.6654629666598157,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
187,1.1173749796699792,0.7683961630913478,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
188,0.27011401924348943,0.6380453331139693,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
189,0.07459225914506869,-0.7306383816485049,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
190,-0.9880260022593921,0.42268309228177875,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
191,0.00941833911226176,1.2331252090976539,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
192,0.5704807811338171,-1.2605428426435001,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
193,-0.9880260022593921,1.544833715565298,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
194,0.5081405097980887,0.4850247935753076,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
195,0.4458002384623603,-0.013708816772923182,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
196,-0.0529219322234666,0.11097458581413452,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
197,1.2562237658268287,0.17331628710766336,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
198,-1.2373870876023054,-1.0111760374693848,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
199,1.5679251225054704,-1.4475679465240867,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
200,-0.6477520212185414,0.0460353136333753,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
201,-0.8269803013087605,-1.0293590336799974,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
202,0.6665886994430649,0.5837324872900617,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
203,-0.5880092611884684,0.8227090089152557,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
204,0.6665886994430649,1.4798944433845391,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
205,0.06916109914233477,-0.13319707758552013,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
206,-0.6477520212185414,-1.208591424898893,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
207,-0.5880092611884684,-0.9696149032736988,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
208,0.5471031793829189,-0.9696149032736988,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
209,0.6665886994430649,-0.13319707758552013,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
210,0.6403018850298328,-1.3328592161439936,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
211,1.557950679091754,0.5024804699374956,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
212,-1.1376426534651403,-1.0460873901937608,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
213,1.6153037287206244,-0.3004806427231559,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
